[02-12 14:14:42]create bugbear1070  pos = 95965 259132, angle = 145, rTime = 14400
[02-12 14:14:42]create bugbear39  pos = 163800 323150, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear70  pos = 162522 323337, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear292  pos = 165368 322664, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear69  pos = 161837 322374, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear69  pos = 163872 322038, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear292  pos = 166313 321367, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear39  pos = 96120 316987, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear69  pos = 126228 322539, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear69  pos = 124343 321800, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear69  pos = 122358 321226, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear69  pos = 120218 320685, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear69  pos = 117991 320682, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear69  pos = 115488 320374, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear69  pos = 112858 320727, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear69  pos = 110709 320805, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear69  pos = 108653 320490, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear69  pos = 105979 320371, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear69  pos = 103779 319654, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear69  pos = 101654 319237, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear69  pos = 98959 319194, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear69  pos = 96163 318194, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear69  pos = 94739 316861, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear69  pos = 94588 315298, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear69  pos = 91494 314468, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear69  pos = 90358 313047, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear69  pos = 88967 311439, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear69  pos = 87538 309292, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear69  pos = 88063 307752, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear69  pos = 87960 303960, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear69  pos = 86077 302644, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear69  pos = 83424 303753, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear69  pos = 82085 306875, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear69  pos = 80173 309377, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear69  pos = 77724 310949, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear69  pos = 75214 312739, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear69  pos = 72296 313387, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear69  pos = 69336 313973, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear69  pos = 66546 313801, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear69  pos = 64865 311971, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear69  pos = 62355 312188, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear69  pos = 60688 311477, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear69  pos = 57913 311025, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear69  pos = 55238 310766, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear69  pos = 53268 309294, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear69  pos = 52485 307664, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear69  pos = 52674 305376, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear69  pos = 52831 302747, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear69  pos = 51485 300594, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear69  pos = 50853 298323, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear69  pos = 50725 296244, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear69  pos = 50633 294393, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear69  pos = 48698 281559, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear69  pos = 47044 281099, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear69  pos = 43971 281271, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear69  pos = 41293 280498, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear69  pos = 38081 281062, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear69  pos = 36009 280710, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear69  pos = 32496 280663, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear69  pos = 30151 281446, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear69  pos = 27659 281515, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear69  pos = 26297 279355, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear69  pos = 26265 277767, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear69  pos = 25825 275645, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear69  pos = 26151 272907, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear69  pos = 25893 270564, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear69  pos = 26330 267630, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear69  pos = 26633 264550, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear69  pos = 26616 261105, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear69  pos = 25734 258168, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear69  pos = 26979 256059, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear69  pos = 26101 254019, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear69  pos = 26733 252349, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear69  pos = 25666 250152, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear69  pos = 26367 248301, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear69  pos = 25513 246636, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear69  pos = 26208 244410, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear69  pos = 25150 241360, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear69  pos = 25516 239055, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear69  pos = 25760 237247, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear69  pos = 25389 234753, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear69  pos = 26084 232415, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear69  pos = 26614 229699, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear70  pos = 25614 230971, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear39  pos = 26888 233451, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear39  pos = 26639 235838, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear31  pos = 26351 238349, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear31  pos = 26372 239867, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear31  pos = 26604 241630, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear70  pos = 24980 243384, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear70  pos = 25168 245570, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear70  pos = 27296 247358, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear39  pos = 26902 249500, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear39  pos = 25742 252266, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear39  pos = 25942 255099, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear39  pos = 27000 259463, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear70  pos = 25797 260284, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear70  pos = 26666 263215, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear70  pos = 26381 266431, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear70  pos = 27086 269191, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear31  pos = 26937 271322, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear31  pos = 26876 274292, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear31  pos = 25632 274240, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear70  pos = 26825 276853, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear70  pos = 27044 278531, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear39  pos = 27976 280381, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear39  pos = 31215 280052, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear39  pos = 34416 280399, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear39  pos = 37335 280421, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear70  pos = 39658 280178, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear70  pos = 43628 280102, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear70  pos = 45833 280292, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear70  pos = 48332 280690, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear70  pos = 51511 295320, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear70  pos = 51313 297292, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear70  pos = 51877 299499, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear31  pos = 52699 301515, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear31  pos = 54228 304381, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear31  pos = 53333 306764, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear31  pos = 54940 306599, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear31  pos = 54899 308191, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear70  pos = 54628 309871, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear70  pos = 57016 309858, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear70  pos = 59601 310363, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear70  pos = 61993 311018, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear70  pos = 64125 311225, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear70  pos = 66741 312215, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear39  pos = 68158 313110, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear39  pos = 70442 312641, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear39  pos = 72606 312128, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear39  pos = 75261 311485, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear31  pos = 76235 310275, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear31  pos = 78155 309212, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear31  pos = 82537 305334, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear31  pos = 80724 307506, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear31  pos = 82937 302699, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear31  pos = 84862 302627, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear70  pos = 84040 301685, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear70  pos = 88266 305186, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear70  pos = 88682 308761, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear70  pos = 89556 309998, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear70  pos = 90712 311576, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear39  pos = 91622 312999, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear39  pos = 93281 313873, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear39  pos = 96126 315976, angle = 145, rTime = 15
[02-12 14:14:42]create bugbear243  pos = 171808 268622, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear88  pos = 168262 265894, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear88  pos = 171193 265887, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear88  pos = 169771 265716, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear88  pos = 168213 267803, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear88  pos = 168068 268734, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear88  pos = 167591 271288, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear88  pos = 167401 273117, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear88  pos = 167816 274257, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear88  pos = 168637 271358, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear88  pos = 168434 270128, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear88  pos = 170961 268495, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear88  pos = 170976 269970, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear88  pos = 170880 272292, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear88  pos = 169396 273402, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear88  pos = 172473 272727, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear88  pos = 174801 272590, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear88  pos = 174278 271052, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear88  pos = 172433 270693, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear88  pos = 173641 267450, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear243  pos = 173216 267510, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear243  pos = 172164 267815, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear243  pos = 171316 270433, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear243  pos = 171947 270888, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear243  pos = 173850 272533, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear243  pos = 174733 271952, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear243  pos = 170022 273001, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear243  pos = 167693 273346, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear243  pos = 167905 271189, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear243  pos = 168550 269233, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear243  pos = 168353 267253, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear243  pos = 168752 265464, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear243  pos = 170868 265784, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear243  pos = 170649 269356, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear253  pos = 191202 271137, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear82  pos = 179477 275877, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear82  pos = 180145 273284, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear82  pos = 179408 275857, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear82  pos = 178527 270815, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear82  pos = 178596 270814, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear82  pos = 179387 267213, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear82  pos = 179395 267281, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear82  pos = 179342 264024, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear82  pos = 179441 263969, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear82  pos = 179157 263997, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear82  pos = 182669 264438, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear82  pos = 182714 264496, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear82  pos = 184800 265552, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear82  pos = 184881 265603, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear82  pos = 190116 264381, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear82  pos = 190222 264471, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear82  pos = 189873 267532, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear82  pos = 189818 267631, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear82  pos = 190600 269646, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear82  pos = 190624 269724, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear82  pos = 191001 271531, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear82  pos = 191062 271564, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear82  pos = 190526 275506, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear82  pos = 190544 275583, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear82  pos = 187721 274459, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear82  pos = 187839 274459, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear82  pos = 185002 275143, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear82  pos = 185057 275148, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear88  pos = 178211 270085, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear88  pos = 178958 268822, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear88  pos = 179653 266740, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear88  pos = 180731 265468, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear88  pos = 179674 263786, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear88  pos = 182425 264278, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear88  pos = 183178 266589, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear88  pos = 184763 265728, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear88  pos = 186169 264200, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear88  pos = 190290 264623, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear88  pos = 189754 267817, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear88  pos = 190688 269830, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear88  pos = 190858 271562, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear88  pos = 190516 275762, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear88  pos = 189757 274327, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear88  pos = 190049 274081, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear88  pos = 186472 274960, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear88  pos = 183563 275383, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear88  pos = 180728 275788, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear88  pos = 178518 275115, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear88  pos = 180391 273506, angle = 145, rTime = 30
[02-12 14:14:42]create bugbear88  pos = 178887 272374, angle = 145, rTime = 30
